,movie_title,cast_id,character,credit_id,gender,id,name,order,title
0,10 things i hate about you,2,PATRICK VERONA,52fe43e6c3a36847f80772cb,M,1810,Heath Ledger,0,10 things i hate about you
1,10 things i hate about you,3,"KATARINA ""KAT"" STRATFORD",52fe43e6c3a36847f80772cf,F,12041,Julia Stiles,1,10 things i hate about you
2,10 things i hate about you,17,CAMERON JAMES,52fe43e6c3a36847f8077321,M,24045,Joseph Gordon-Levitt,2,10 things i hate about you
3,10 things i hate about you,18,BIANCA STRATFORD,52fe43e6c3a36847f8077325,F,40978,Larisa Oleynik,3,10 things i hate about you
4,10 things i hate about you,19,MICHAEL ECKMAN,52fe43e6c3a36847f8077329,M,38582,David Krumholtz,4,10 things i hate about you
5,10 things i hate about you,20,JOEY DONNER,52fe43e6c3a36847f807732d,M,40979,Andrew Keegan,5,10 things i hate about you
6,10 things i hate about you,21,MANDELLA,52fe43e6c3a36847f8077331,F,40980,Susan May Pratt,6,10 things i hate about you
7,10 things i hate about you,22,CHASTITY,52fe43e6c3a36847f8077335,F,17773,Gabrielle Union,7,10 things i hate about you
8,10 things i hate about you,23,WALTER STRATFORD,52fe43e6c3a36847f8077339,M,1211,Larry Miller,8,10 things i hate about you
9,10 things i hate about you,24,MR. MORGAN,52fe43e6c3a36847f807733d,M,15028,Daryl Mitchell,9,10 things i hate about you
10,10 things i hate about you,25,MS. PERKY,52fe43e6c3a36847f8077341,F,19,Allison Janney,10,10 things i hate about you
11,10 things i hate about you,26,MR. CHAPIN,52fe43e6c3a36847f8077345,M,24521,David Leisure,11,10 things i hate about you
12,10 things i hate about you,28,SCRUVY,52fe43e6c3a36847f807734d,M,40982,Greg Jackson,12,10 things i hate about you
13,10 things i hate about you,29,DEREK,54f92cf1c3a36878e1000ba1,M,1144823,Terence Heuston,14,10 things i hate about you
14,10 things i hate about you,31,AUDIO VISUAL GUY,54f932ed925141439f000a6e,M,1435472,Eric Riedmann,16,10 things i hate about you
15,10 things i hate about you,36,COFFEE GIRL,54f935e9c3a3683c5500077a,F,69616,Bianca Kajlich,21,10 things i hate about you
16,15 minutes,3,DETECTIVE EDDIE FLEMMING,52fe4369c3a36847f8052597,M,380,Robert De Niro,0,15 minutes
17,15 minutes,4,ROSE HEARN,52fe4369c3a36847f805259b,F,6885,Charlize Theron,1,15 minutes
18,15 minutes,5,JORDY WARSAW,52fe4369c3a36847f805259f,M,12833,Edward Burns,2,15 minutes
19,15 minutes,6,ROBERT HAWKINS,52fe4369c3a36847f80525a3,M,7090,Kelsey Grammer,3,15 minutes
20,15 minutes,7,DETECTIVE LEON JACKSON,52fe4369c3a36847f80525a7,M,822,Avery Brooks,4,15 minutes
21,15 minutes,8,DAHPNE HANDLOVA,52fe4369c3a36847f80525ab,F,21657,Vera Farmiga,5,15 minutes
22,15 minutes,18,CASSANDRA,54de49e1c3a368454b0019f8,F,2109,Kim Cattrall,6,15 minutes
23,15 minutes,19,MUGGER IN CENTRAL PARK,54de49f5925141195a001bac,M,58563,David Alan Grier,7,15 minutes
24,15 minutes,20,HERSELF,54de4a51c3a3684558001e25,F,46393,Roseanne Barr,8,15 minutes
25,15 minutes,21,BOY IN BURNING BUILDING,54de4a6ec3a3684558001e27,M,21028,Anton Yelchin,9,15 minutes
26,15 minutes,22,DETECTIVE PAULIE,54de4acbc3a3684555001c46,M,58535,Paul Herman,10,15 minutes
27,15 minutes,23,NICOLETTE KARAS,5628a25dc3a368488c001482,F,25972,Melina Kanakaredes,11,15 minutes
28,15 minutes,24,EMIL SLOVAK,5628a28d9251414ccd001263,M,10841,Karel Roden,12,15 minutes
29,15 minutes,25,OLEG RAZGUL,5628a2b4c3a3684883001248,M,77351,Oleg Taktarov,13,15 minutes
30,15 minutes,26,BOBBY KORFIN,5628a2e39251414cdd0012b6,M,141484,John DiResta,14,15 minutes
31,15 minutes,27,DEPUTY CHIEF FIRE MARSHAL DECLAN DUFFY,5628a3299251414ccd00127b,M,51551,James Handy,15,15 minutes
32,15 minutes,28,DETECTIVE TOMMY CULLEN,5628a356c3a36848870012d3,M,66145,Darius McCrary,16,15 minutes
33,15 minutes,29,FIREMAN,56e2101cc3a3686ff500075b,M,1588715,Brantley Bush,17,15 minutes
34,15 minutes,32,HIMSELF,578133eac3a3685925001ae6,M,1353429,Bruce Cutler,18,15 minutes
35,15 minutes,33,MILOS KARLOVA,57816fc9c3a36875ce000657,M,86151,Vladimir Mashkov,19,15 minutes
36,15 minutes,34,HONEY THE HOOKER,57816fd19251417bc1000657,F,1188584,Noelle Evans,20,15 minutes
37,15 minutes,35,MAGGIE,57816fd89251417c2800066f,F,6044,Mindy Marin,21,15 minutes
38,15 minutes,36,UNIQUE,57816fe7c3a3685922002ff9,M,18272,Gabriel Casseus,22,15 minutes
39,15 minutes,37,POLICE CAPTAIN,57816fefc3a368138700205e,M,1217553,Joe Lisi,23,15 minutes
40,15 minutes,38,STEPHEN GELLER,57816ff79251417bc1000664,M,55591,Tygh Runyan,24,15 minutes
41,15 minutes,39,NEWS STAND VENDOR,57817000c3a36873ea0006be,M,13939,Ritchie Coster,25,15 minutes
42,15 minutes,40,TALK SHOW SON,5781700d925141196e0027cd,M,1486786,Bobby Field,26,15 minutes
43,15 minutes,41,PIZZA MAN,578170159251417bc1000674,M,158993,Kurt Andon,27,15 minutes
44,15 minutes,42,DAPHNE'S LAWYER,5781701ec3a36843bf00358a,F,1231228,Rikki Klieman,28,15 minutes
45,15 minutes,43,LUDWIG THE HAIRDRESSER,578170299251417bfc000648,M,23789,Sebastian Roché,29,15 minutes
46,15 minutes,44,REDHEAD AT LUDWIG'S,578170349251417c28000690,F,30436,Kata Dobó,30,15 minutes
47,15 minutes,45,ESCORT SERVICE WOMAN #3,5781703d925141196e0027e1,F,65165,Dorit Sauer,31,15 minutes
48,15 minutes,46,EMIGRANT,57817045c3a36873ea0006e2,M,54809,Marco Khan,32,15 minutes
49,15 minutes,47,WOMAN AT PLANET HOLLYWOOD,5781704d925141196e0027e7,F,3006,Toni Kalem,33,15 minutes
50,15 minutes,48,LOOKOUT GUY,57817055c3a368592200301e,M,205164,Lennox Brown,34,15 minutes
51,15 minutes,49,HIMSELF,578170619251417b95000680,M,95770,Peter Arnett,35,15 minutes
52,15 minutes,50,TV NEWSCASTER #2,5781706992514173fe003572,F,1238116,Jane Velez-Mitchell,36,15 minutes
53,15 minutes,51,CAB DRIVER,578170719251417bfc000663,M,73194,Barry Primus,37,15 minutes
54,15 minutes,52,BATTERY PARK POLICEMAN,57817080925141196e002806,M,1001804,Scott Dillin,38,15 minutes
55,15 minutes,53,,5781708892514105c200327a,M,40259,Malcolm-Jamal Warner,39,15 minutes
56,15 minutes,54,ADDITIONAL VOICES (VOICE) (UNCREDITED),57817099c3a36873ea000705,M,92589,Dwayne Adway,40,15 minutes
57,15 minutes,55,UNIFORMED COP (UNCREDITED),578170a2c3a36813870020a7,M,164021,William H. Burns,41,15 minutes
58,15 minutes,56,REPORTER (UNCREDITED),578170aa9251417b95000698,F,990791,Jamie Burton-Oare,42,15 minutes
59,15 minutes,57,POLICE OFFICER (UNCREDITED),578170b39251417bc10006b2,M,1339946,Giovanni Capitello,43,15 minutes
60,15 minutes,58,ARGUING HUSBAND (UNCREDITED),578170bac3a36873b8002ebe,M,18095,Phillip V. Caruso,44,15 minutes
61,15 minutes,59,WOMAN IN BAR (UNCREDITED),578170c4c3a36843bf0035ca,F,1450426,Rose Colasanti,45,15 minutes
62,15 minutes,60,POLICE OFFICER (UNCREDITED),578170ce925141196e00282f,M,1559920,Ben Fiore,46,15 minutes
63,15 minutes,61,AIRPORT PASSENGER (UNCREDITED),578170d692514105c2003297,M,170740,Zuhair Haddad,47,15 minutes
64,15 minutes,62,DAILY NEWS REPORTER (UNCREDITED),578170dd9251417b950006b8,M,1099770,Philippe Hartmann,48,15 minutes
65,15 minutes,63,RESTAURANT PATRON (UNCREDITED),578170e59251417b950006bb,M,969413,Everton Lawrence,49,15 minutes
66,15 minutes,64,TV NEWS REPORTER (UNCREDITED),578170ee9251417bc10006cd,M,1513523,George F. Miller,50,15 minutes
67,15 minutes,65,WOMAN #2 AT PLANET HOLLYWOOD (UNCREDITED),578170f69251417b950006c2,F,171345,Ellen Whyte,51,15 minutes
68,15 minutes,207,TAMINA KARLOVA,57817b2792514105c20036b8,F,1647697,Irina Gasanova,52,15 minutes
69,15 minutes,208,MAGGIE'S ASSISTANT,57817b329251417bfc000a98,F,1647698,Christine Claibourne,53,15 minutes
70,15 minutes,209,MURPHY,57817b4e9251417c28000b32,M,1647699,Stephen Davis,54,15 minutes
71,15 minutes,210,GARCIA,57817c1792514105c2003737,M,1647700,William Stanton,55,15 minutes
72,15 minutes,211,FIRE CHIEF,57817c219251417bfc000b02,M,1647701,Louis F. Garcia,56,15 minutes
73,15 minutes,212,FIREMAN CAMELLO,57817c3ac3a36875ce000b2b,M,1647702,Mike Camello,57,15 minutes
74,15 minutes,213,IMMIGRATION SUPERVISOR,57817c46c3a36843bf003a47,M,1647703,Barry Blueian,58,15 minutes
75,15 minutes,214,TALK SHOW FATHER,57817c50c3a36873b80033ef,M,1647704,Ashton Dane,59,15 minutes
76,15 minutes,215,TALK SHOW WIFE,57817c5c9251417bfc000b21,F,1647705,Gail Greaves,60,15 minutes
77,15 minutes,216,COMPOSITE ARTIST,57817ca3925141196e002cb3,F,1647706,Lynette Ruiz,61,15 minutes
78,15 minutes,217,ESCORT SERVICE WOMAN LINDA,57817cb2c3a36873ea000bff,F,1647707,Elma Vann,62,15 minutes
79,15 minutes,218,ESCORT SERVICE WOMAN #2,57817cbdc3a3687476000c4b,F,1647708,Olga Morgunova,63,15 minutes
80,15 minutes,219,EMIGRANT,57817cc8c3a3687476000c54,M,1647709,Haik Garibyan,64,15 minutes
81,15 minutes,220,BOUNCER AT PLANET HOLLYWOOD,57817cd09251417bfc000b54,M,1647710,Jorge H. Guzman,65,15 minutes
82,15 minutes,221,GREEK WAITER,57817cde9251417b95000b8d,M,1647711,George Poulos,66,15 minutes
83,15 minutes,222,TV NEWSCASTER #1,57817cf3c3a36873b8003455,F,1647712,Sylvia Lopez,67,15 minutes
84,15 minutes,223,HAWKINS' CAMERAMAN,57817cfac3a36875ce000b7d,M,1647713,Bryan Foster,68,15 minutes
85,15 minutes,224,HAWKINS' SOUND MAN,57817d05c3a368592200350c,M,1647714,Alan Cohen,69,15 minutes
86,15 minutes,225,NICOLETTE'S CAMERAMAN,57817d0d9251417bc1000bfb,M,1647715,Spero Stamboulis,70,15 minutes
87,15 minutes,226,REPORTER,57817d16c3a36873b8003464,M,1647716,Joseph Alfieri,71,15 minutes
88,15 minutes,227,UNIQUE'S GIRLFRIEND,57817d1fc3a36843bf003aad,F,1647717,Julieta Espinoza,72,15 minutes
89,15 minutes,228,PARAMEDIC #1,57817d279251417c28000c03,F,1647718,Macy Merced,73,15 minutes
90,15 minutes,229,PARAMEDIC #2,57817d30925141196e002cdf,F,1647719,Tracey Mulqueen,74,15 minutes
91,15 minutes,231,POLICE OFFICER #2,57817d42c3a36813870025e6,M,1647721,Ron Wall,76,15 minutes
92,15 minutes,232,WITNESS (UNCREDITED),57817d4d9251417b95000bbe,F,1647722,Sophia Alexis,77,15 minutes
93,15 minutes,233,NYPD #2 (UNCREDITED),57817d569251417c28000c1c,M,1647723,Michael Arthur,78,15 minutes
94,15 minutes,234,CAMERAMAN (UNCREDITED),57817d5fc3a3685925003a53,M,1647724,Mark Cheek,79,15 minutes
95,15 minutes,235,GIRL IN RESTAURANT (UNCREDITED),57817d6fc3a368592200353b,F,1647725,Celeste Gregoire,80,15 minutes
96,15 minutes,236,RESTAURANT GUEST (UNCREDITED),57817d789251417c28000c36,F,1647726,Janean Christine Mariani,81,15 minutes
97,15 minutes,237,NYPD POLICE OFFICER (UNCREDITED),57817d819251417b8e000ba3,M,1647727,Riley G. Matthews Jr.,82,15 minutes
98,15 minutes,238,REPORTER (UNCREDITED),57817d8ac3a3681387002613,F,1647728,Leda Mulholland,83,15 minutes
99,15 minutes,239,NYPD OFFICER AT LUDWIG'S (UNCREDITED),57817d93c3a3687476000cb6,M,1647729,Floyd Resnick,84,15 minutes
100,15 minutes,240,NIGHTCLUB PATRON (UNCREDITED),57817d9c9251417bc1000c3a,F,1647730,Erica Taylor,85,15 minutes
101,2001: a space odyssey,6,DR. DAVE BOWMAN,52fe4212c3a36847f8001a1b,M,245,Keir Dullea,0,2001: a space odyssey
102,2001: a space odyssey,7,DR. FRANK POOLE,52fe4212c3a36847f8001a1f,M,246,Gary Lockwood,1,2001: a space odyssey
103,2001: a space odyssey,8,DR. HEYWOOD R. FLOYD,52fe4212c3a36847f8001a23,M,247,William Sylvester,2,2001: a space odyssey
104,2001: a space odyssey,14,HAL 9000 (VOICE),52fe4212c3a36847f8001a3b,M,253,Douglas Rain,3,2001: a space odyssey
105,2001: a space odyssey,10,DR. ANDREI SMYSLOV,52fe4212c3a36847f8001a2b,M,249,Leonard Rossiter,5,2001: a space odyssey
106,2001: a space odyssey,11,ELENA,52fe4212c3a36847f8001a2f,F,250,Margaret Tyzack,6,2001: a space odyssey
107,2001: a space odyssey,12,DR. RALPH HALVORSEN,52fe4212c3a36847f8001a33,M,251,Robert Beatty,7,2001: a space odyssey
108,2001: a space odyssey,13,DR. BILL MICHAELS,52fe4212c3a36847f8001a37,M,252,Sean Sullivan,8,2001: a space odyssey
109,2001: a space odyssey,30,MISSION CONTROLLER (VOICE),52fe4212c3a36847f8001a83,M,102573,Frank Miller,9,2001: a space odyssey
110,2001: a space odyssey,29,ARIES-1B STEWARDESS,52fe4212c3a36847f8001a7f,F,117540,Edwina Carroll,11,2001: a space odyssey
111,2001: a space odyssey,28,POOLE'S MOTHER,52fe4212c3a36847f8001a7b,F,107445,Ann Gillis,18,2001: a space odyssey
112,2001: a space odyssey,70,SQUIRT - FLOYD'S DAUGHTER (UNCREDITED),539d41d2c3a3683b41002bee,F,8645,Vivian Kubrick,19,2001: a space odyssey
113,2001: a space odyssey,24,ASTRONAUT,52fe4212c3a36847f8001a6f,M,24278,Bill Weston,21,2001: a space odyssey
114,2001: a space odyssey,31,ASTRONAUT,52fe4212c3a36847f8001a87,M,948173,Glenn Beck,22,2001: a space odyssey
115,2001: a space odyssey,71,(UNCREDITED),539d41e5c3a3683b23002ce1,F,1330814,Marcella Markham,50,2001: a space odyssey
116,2001: a space odyssey,78,TMA-1 SITE TECHNICIAN #1 (UNCREDITED),539d42bfc3a3683b23002d3e,M,1330821,John Swindells,57,2001: a space odyssey
117,2001: a space odyssey,81,TMA-1 SITE TECHNICIAN #2 (UNCREDITED),57a3958d9251410c7d00377f,M,1208787,John Clifford,59,2001: a space odyssey
118,the fifth element,5,KORBEN DALLAS,52fe420fc3a36847f8000b53,M,62,Bruce Willis,0,the fifth element
119,the fifth element,7,JEAN-BAPTISTE EMMANUEL ZORG,52fe420fc3a36847f8000b5b,M,64,Gary Oldman,1,the fifth element
120,the fifth element,8,FATHER VITO CORNELIUS,52fe420fc3a36847f8000b5f,M,65,Ian Holm,2,the fifth element
121,the fifth element,6,LEELOO,52fe420fc3a36847f8000b57,F,63,Milla Jovovich,3,the fifth element
122,the fifth element,36,RUBY RHOD,52fe420fc3a36847f8000bcf,M,66,Chris Tucker,4,the fifth element
123,the fifth element,37,BILLY,52fe420fc3a36847f8000bd3,M,8395,Luke Perry,5,the fifth element
124,the fifth element,38,GENERAL MUNRO,52fe420fc3a36847f8000bd7,M,591,Brion James,6,the fifth element
125,the fifth element,39,PRESIDENT LINDBERG,52fe420fc3a36847f8000bdb,M,8396,Tom Lister Jr.,7,the fifth element
126,the fifth element,119,FINGER (VOICE),59766e6a92514157dd0184ba,M,12835,Vin Diesel,8,the fifth element
127,the fifth element,40,FOG,52fe420fc3a36847f8000bdf,M,7400,Lee Evans,9,the fifth element
128,the fifth element,41,DAVID,52fe420fc3a36847f8000be3,M,8397,Charlie Creed-Miles,10,the fifth element
129,the fifth element,46,RIGHT ARM,52fe420fc3a36847f8000bf7,M,183500,Tricky,11,the fifth element
130,the fifth element,48,GENERAL STAEDERT,52fe420fc3a36847f8000bff,M,12642,John Neville,12,the fifth element
131,the fifth element,42,PROFESSOR PACOLI,52fe420fc3a36847f8000be7,M,8398,John Bluthal,13,the fifth element
132,the fifth element,43,MUGGER,52fe420fc3a36847f8000beb,M,2406,Mathieu Kassovitz,14,the fifth element
133,the fifth element,44,MACTILBURGH,52fe420fc3a36847f8000bef,M,8399,Christopher Fairbank,15,the fifth element
134,the fifth element,108,MAJOR ICEBORG,5506e966c3a36805810035c6,F,28897,Julie T. Wallace,17,the fifth element
135,the fifth element,107,GENERAL TUDOR,5506e93b92514179fb00200e,M,10208,Al Matthews,18,the fifth element
136,the fifth element,49,DIVA PLAVALAGUNA,52fe420fc3a36847f8000c03,F,64210,Maïwenn,19,the fifth element
137,the fifth element,109,FLYING COP,550c90c49251414691003fae,M,33403,Mac McDonald,20,the fifth element
138,the fifth element,114,STEWARDESS,56e2121ac3a3686ff90007aa,F,1588721,Genevieve Maylam,22,the fifth element
139,the fifth element,115,COP,579150c8c3a368357000249c,M,53246,Jason Salkey,23,the fifth element
140,the fifth element,116,HEFTY MAN,5880553dc3a368312c00567a,M,8445,Michael Culkin,24,the fifth element
141,the fifth element,117,MUNRO'S CAPTAIN,596f96e09251412a730195b9,M,1202628,Hon Ping Tang,25,the fifth element
142,the fifth element,118,GROUND CREW,5972277ec3a36813d7010160,M,1818315,Vincenzo Pellegrino,26,the fifth element
143,the fifth element,120,NEIGHBOUR,5976707292514147a30195c4,M,16792,Richard Leaf,27,the fifth element
144,the fifth element,123,PRESIDENT'S AIDE,597670bac3a3680d2b01bd1b,F,963257,Sonita Henry,30,the fifth element
145,the fifth element,124,SCIENTIST'S AIDE,597670e29251417aa4015e6a,M,15740,Tim McMullan,31,the fifth element
146,the fifth element,131,MONDOSHAWAN,5976714a92514157f7038d22,M,179771,Richard Ashton,38,the fifth element
147,the fifth element,139,FLYING COP,597671d5c3a368221c0168b9,M,62498,David Kennedy,46,the fifth element
148,the fifth element,149,WARSHIP CAPTAIN,597672a592514157dd0189a5,M,36901,Martin McDougall,56,the fifth element
149,the fifth element,152,RUBY RHOD ASSISTANT,597672d792514157fb0382f2,M,1600365,Stewart Harvey-Wilson,59,the fifth element
150,the fifth element,159,AIRPORT COP,5976732692514147a30198e9,M,64102,Christopher Adamson,66,the fifth element
151,the fifth element,170,POLICE CHIEF,597673be92514157dd018b3d,M,987,Lenny McLean,77,the fifth element
152,the fifth element,172,FHLOSTON CAPTAIN,597673e292514157ec0390d5,M,36900,John Sharian,79,the fifth element
153,the fifth element,196,BURGER ASSISTANT,597675129251417aa4016389,F,84440,Marie Guillard,103,the fifth element
154,the fifth element,197,BURGER ASSISTANT,5976751a92514106a803072c,F,1596096,Renee Montemayor,104,the fifth element
155,the fifth element,199,GLAMOROUS ALIEN DIVA AT EVENT,5976753992514147a3019b63,F,1748085,Kristen Fick,106,the fifth element
156,the fifth element,205,BODYGUARD,5976758b9251417aa40163d6,M,138401,Frank Senger,112,the fifth element
157,the fifth element,227,PRIEST,599308f59251417c420122bd,M,47547,John Bennett,115,the fifth element
158,8mm,3,TOM WELLES,52fe4498c3a36847f809f195,M,2963,Nicolas Cage,0,8mm
159,8mm,4,MAX CALIFORNIA,52fe4498c3a36847f809f199,M,73421,Joaquin Phoenix,1,8mm
160,8mm,5,EDDIE POOLE,52fe4498c3a36847f809f19d,M,4691,James Gandolfini,2,8mm
161,8mm,6,GEORGE HIGGINS,52fe4498c3a36847f809f1a1,M,4445,Chris Bauer,3,8mm
162,8mm,7,DANIEL LONGDALE,52fe4498c3a36847f809f1a5,M,16293,Anthony Heald,4,8mm
163,8mm,8,DINO VELVET,52fe4498c3a36847f809f1a9,M,53,Peter Stormare,5,8mm
164,8mm,9,AMY WELLES,52fe4498c3a36847f809f1ad,F,2229,Catherine Keener,6,8mm
165,8mm,10,WARREN ANDERSON,52fe4498c3a36847f809f1b1,M,4886,Norman Reedus,7,8mm
166,8mm,11,JANET MATHEWS,52fe4498c3a36847f809f1b5,F,26930,Amy Morton,8,8mm
167,8mm,12,MARY ANN MATHEWS,52fe4498c3a36847f809f1b9,F,26919,Jenny Powell,9,8mm
168,8mm,15,COMPUTER WIZARD,52fe4498c3a36847f809f1c5,F,26998,Suzy Nakamura,12,8mm
169,8mm,17,MRS. CHRISTIAN,52fe4498c3a36847f809f1cd,F,54159,Myra Carter,14,8mm
170,8mm,29,STICK,54dc86af92514101bf000136,M,1238,Torsten Voges,15,8mm
171,a nightmare on elm street 4: the dream master,1,FREDDY KRUEGER,52fe432f9251416c75006cf7,M,5139,Robert Englund,0,a nightmare on elm street 4: the dream master
172,a nightmare on elm street 4: the dream master,2,KRISTEN PARKER,52fe432f9251416c75006cfb,F,63914,Tuesday Knight,1,a nightmare on elm street 4: the dream master
173,a nightmare on elm street 4: the dream master,3,ROLAND KINCAID,52fe432f9251416c75006cff,M,63915,Ken Sagoes,2,a nightmare on elm street 4: the dream master
174,a nightmare on elm street 4: the dream master,4,JOEY CRUSEL,52fe432f9251416c75006d03,M,63916,Rodney Eastman,3,a nightmare on elm street 4: the dream master
175,a nightmare on elm street 4: the dream master,5,ALICE JOHNSON,52fe432f9251416c75006d07,F,63917,Lisa Wilcox,4,a nightmare on elm street 4: the dream master
176,a nightmare on elm street 4: the dream master,6,RICK JOHNSON,52fe432f9251416c75006d0b,M,63918,Andras Jones,5,a nightmare on elm street 4: the dream master
177,a nightmare on elm street 4: the dream master,22,DAN JORDAN,52fe43309251416c75006d69,M,104275,Danny Hassel,6,a nightmare on elm street 4: the dream master
178,a nightmare on elm street 4: the dream master,23,DEBBIE STEVENS,52fe43309251416c75006d6d,F,104276,Brooke Theiss,7,a nightmare on elm street 4: the dream master
179,a nightmare on elm street 4: the dream master,25,DENNIS JOHNSON,52fe43309251416c75006d75,M,87112,Nicholas Mele,9,a nightmare on elm street 4: the dream master
180,a nightmare on elm street 4: the dream master,26,ELAINE PARKER,52fe43309251416c75006d79,F,72157,Brooke Bundy,10,a nightmare on elm street 4: the dream master
181,a nightmare on elm street 4: the dream master,27,PIN UP GIRL,52fe43309251416c75006d7d,F,98944,Hope Marie Carlton,11,a nightmare on elm street 4: the dream master
182,a nightmare on elm street 4: the dream master,29,SOUL FROM FREDDY'S CHEST,52fe43309251416c75006d85,F,97619,Linnea Quigley,13,a nightmare on elm street 4: the dream master
183,a nightmare on elm street 4: the dream master,30,JOCK,52fe43309251416c75006d89,M,62032,Duane Davis,14,a nightmare on elm street 4: the dream master
184,a nightmare on elm street 4: the dream master,39,NURSE,52fe43309251416c75006dad,F,175806,Joanna Lipari,23,a nightmare on elm street 4: the dream master
185,a nightmare on elm street 4: the dream master,44,LECTURER (AS L.E. MOKO),52fe43309251416c75006dbd,M,13663,Robert Shaye,27,a nightmare on elm street 4: the dream master
186,a nightmare on elm street 4: the dream master,45,STUDENT IN CLASSROOM (UNCREDITED),52fe43309251416c75006dc1,M,16938,Renny Harlin,28,a nightmare on elm street 4: the dream master
187,a nightmare on elm street 4: the dream master,46,PARAMEDIC,5766b65e9251416a40000247,M,11408,Jeff Levine,29,a nightmare on elm street 4: the dream master
188,air force one,1,PRESIDENT JAMES MARSHALL,52fe4529c3a36847f80bfe91,M,3,Harrison Ford,0,air force one
189,air force one,2,IVAN KORSHUNOV,52fe4529c3a36847f80bfe95,M,64,Gary Oldman,1,air force one
190,air force one,3,VICE PRESIDENT KATHRYN BENNETT,52fe452ac3a36847f80bfe99,F,515,Glenn Close,2,air force one
191,air force one,4,GRACE MARSHALL,52fe452ac3a36847f80bfe9d,F,19957,Wendy Crewson,3,air force one
192,air force one,5,MAJOR CALDWELL,52fe452ac3a36847f80bfea1,M,3905,William H. Macy,4,air force one
193,air force one,6,GENERAL IVAN RADEK,52fe452ac3a36847f80bfea5,M,920,Jürgen Prochnow,5,air force one
194,air force one,19,PRISON GUARD #2,52fe452ac3a36847f80bfeeb,M,77351,Oleg Taktarov,6,air force one
195,air force one,21,ALICE MARSHALL,52fe452ac3a36847f80bfef5,F,84093,Liesel Matthews,7,air force one
196,air force one,22,CHIEF OF STAFF LLOYD 'SHEP' SHEPHERD,52fe452ac3a36847f80bfef9,M,925,Paul Guilfoyle,8,air force one
197,air force one,23,SECRET SERVICE AGENT GIBBS,52fe452ac3a36847f80bfefd,M,3982,Xander Berkeley,9,air force one
198,air force one,24,DEFENSE SECRETARY WALTER DEAN,52fe452ac3a36847f80bff01,M,923,Dean Stockwell,10,air force one
199,air force one,25,NATIONAL SECURITY ADVISOR JACK DOHERTY,52fe452ac3a36847f80bff05,M,140250,Tom Everett,11,air force one
200,air force one,26,DEPUTY PRESS SECRETARY MELANIE MITCHEL,52fe452ac3a36847f80bff09,F,65740,Donna Bullock,12,air force one
201,air force one,28,LT. COLONEL INGRAHAM,52fe452ac3a36847f80bff11,M,157140,Carl Weintraub,14,air force one
202,air force one,30,ANDREI KOLCHAK,52fe452ac3a36847f80bff19,M,2368,Elya Baskin,16,air force one
203,air force one,31,SERGEI LENSKI,52fe452ac3a36847f80bff1d,M,27037,Levan Uchaneishvili,17,air force one
204,air force one,32,IGOR NEVSKY,52fe452ac3a36847f80bff21,M,37205,David Vadim,18,air force one
205,air force one,33,BORIS BAZYLEV,52fe452ac3a36847f80bff25,M,36218,Andrew Divoff,19,air force one
206,air force one,34,VLADIMIR KRASIN,52fe452ac3a36847f80bff29,M,109667,Ilia Volok,20,air force one
207,air force one,40,WHITE HOUSE AIDE THOMAS LEE,578dc1da92514118b6000c52,M,49275,Spencer Garrett,22,air force one
208,air force one,41,GENERAL NORTHWOOD,578dc1f9925141188a000d6b,M,17200,Bill Smitrovich,23,air force one
209,air force one,42,U.S. ATTORNEY GENERAL WARD,578dc211925141180b000d48,M,4492,Philip Baker Hall,24,air force one
210,air force one,43,WHITE HOUSE COMM. OFFICER,578dc22a92514118b6000c9f,M,13310,Willard E. Pugh,25,air force one
211,air force one,46,NOTRE DAME AIDE,578dc278925141183f000dd3,M,2550,Dan Shor,28,air force one
212,air force one,47,AGENT JOHNSON,578dc28ac3a3686ecc006656,M,66994,David Gianopoulos,29,air force one
213,air force one,48,AGENT WALTERS,578dc29dc3a3681745000dd9,M,12797,Glenn Morshower,30,air force one
214,air force one,49,F-15 LEADER COLONEL CARLTON,578dc2bec3a3686efa0078db,M,79025,Don McManus,31,air force one
215,air force one,51,SWITCHBOARD OPERATOR,578dc2ee925141183f000e20,F,157986,Diana Bellamy,33,air force one
216,air force one,52,RAMSTEIN S.O.F. WATCH OFFICER,578dc307925141183f000e33,M,8175,Thom Barry,34,air force one
217,air force one,53,REPORTER #1,578dc314925141180b000dfe,M,173756,E.E. Bell,35,air force one
218,air force one,55,MIG PILOT,578dc33ac3a3686ecc0066a2,M,20563,Alex Veadov,37,air force one
219,airplane!,5,TED STRIKER,52fe427ac3a36847f8021bbf,M,14416,Robert Hays,0,airplane!
220,airplane!,4,ELAINE,52fe427ac3a36847f8021bbb,F,14415,Julie Hagerty,1,airplane!
221,airplane!,1,MURDOCK,52fe427ac3a36847f8021baf,M,14414,Kareem Abdul-Jabbar,2,airplane!
222,airplane!,2,MCCROSKEY,52fe427ac3a36847f8021bb3,M,2177,Lloyd Bridges,3,airplane!
223,airplane!,3,CAPTAIN OVEUR,52fe427ac3a36847f8021bb7,M,9111,Peter Graves,4,airplane!
224,airplane!,6,DR. RUMACK,52fe427ac3a36847f8021bc3,M,7633,Leslie Nielsen,5,airplane!
225,airplane!,7,RANDY,52fe427ac3a36847f8021bc7,F,14418,Lorna Patterson,6,airplane!
